movieId,title,genres
78105,b'Prince of Persia: The Sands of Time',b'Action|Adventure|Fantasy'
103228,b'Pacific Rim',b'Action|Adventure|Sci-Fi'
87520,b'Transformers: Dark of the Moon',b'Action|Adventure|Sci-Fi'
59615,b'Indiana Jones and the Kingdom of the Crystal Skull',b'Action|Adventure'
95167,b'Brave',b'Animation|Adventure|Comedy|Family|Fantasy'
60069,b'WALL\xc2\xb7E',b'Animation|Adventure|Family|Sci-Fi'
54648,b'Rush Hour 3',b'Action|Comedy|Crime|Thriller'
72378,b'2012',b'Action|Adventure|Sci-Fi'
72294,b'A Christmas Carol',b'Animation|Drama|Family|Fantasy'
113345,b'Jupiter Ascending',b'Action|Adventure|Sci-Fi'
41566,"b'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe'",b'Adventure|Family|Fantasy'
58559,b'The Dark Knight',b'Action|Crime|Drama|Thriller'
68954,b'Up',b'Animation|Adventure|Comedy|Family'
67408,b'Monsters vs. Aliens',b'Animation|Action|Comedy|Family|Sci-Fi'
59315,b'Iron Man',b'Action|Adventure|Sci-Fi'
90866,b'Hugo',b'Adventure|Drama|Family|Fantasy|Mystery|Romance'
2701,b'Wild Wild West',b'Action|Comedy|Sci-Fi|Western'
60937,b'The Mummy: Tomb of the Dragon Emperor',b'Action|Adventure|Fantasy|Horror|Thriller'
53993,b'Evan Almighty',b'Comedy|Family|Fantasy'
111759,b'Edge of Tomorrow',b'Action|Sci-Fi'
208,b'Waterworld',b'Action|Adventure|Sci-Fi|Thriller'
70336,b'G.I. Joe: The Rise of Cobra',b'Action|Adventure|Sci-Fi|Thriller'
77561,b'Iron Man 2',b'Action|Adventure|Sci-Fi'
94780,b'Snow White and the Huntsman',b'Action|Adventure|Drama|Fantasy'
111659,b'Maleficent',b'Action|Adventure|Family|Fantasy|Romance'
112623,b'Dawn of the Planet of the Apes',b'Action|Adventure|Drama|Sci-Fi'
106491,b'47 Ronin',b'Action|Adventure|Drama|Fantasy'
110102,b'Captain America: The Winter Soldier',b'Action|Adventure|Sci-Fi|Thriller'
78637,b'Shrek Forever After',b'Animation|Adventure|Comedy|Family|Fantasy|Romance'
115617,b'Big Hero 6',b'Animation|Action|Adventure|Comedy|Family|Sci-Fi'
97913,b'Wreck-It Ralph',b'Animation|Adventure|Comedy|Family|Fantasy'
8965,b'The Polar Express',b'Animation|Adventure|Comedy|Family|Fantasy|Musical'
76093,b'How to Train Your Dragon',b'Animation|Action|Adventure|Family|Fantasy'
6537,b'Terminator 3: Rise of the Machines',b'Action|Sci-Fi'
112852,b'Guardians of the Galaxy',b'Action|Adventure|Comedy|Sci-Fi'
109487,b'Interstellar',b'Adventure|Drama|Sci-Fi'
79132,b'Inception',b'Action|Adventure|Sci-Fi|Thriller'
98809,b'The Hobbit: An Unexpected Journey',b'Adventure|Family|Fantasy'
4369,b'The Fast and the Furious',b'Action|Crime|Thriller'
64957,b'The Curious Case of Benjamin Button',b'Drama|Fantasy|Romance'
87232,b'X: First Class',b'Action|Adventure|Sci-Fi'
79139,"b""The Sorcerer's Apprentice""",b'Action|Adventure|Family|Fantasy'
45442,b'Poseidon',b'Action|Adventure|Drama|Thriller'
53121,b'Shrek the Third',b'Animation|Adventure|Comedy|Family|Fantasy'
82169,b'The Chronicles of Narnia: The Voyage of the Dawn Treader',b'Adventure|Family|Fantasy'
4310,b'Pearl Harbor',b'Action|Drama|History|Romance|War'
53996,b'Transformers',b'Action|Adventure|Sci-Fi'
8977,b'Alexander',b'Action|Adventure|Biography|Drama|History|Romance|War'
54001,b'Harry Potter and the Order of the Phoenix',b'Adventure|Family|Fantasy|Mystery'
40815,b'Harry Potter and the Goblet of Fire',b'Adventure|Family|Fantasy|Mystery'
60074,b'Hancock',b'Action|Drama|Fantasy'
56174,b'I Am Legend',b'Drama|Sci-Fi|Thriller'
30793,b'Charlie and the Chocolate Factory',b'Adventure|Comedy|Family|Fantasy|Musical'
50872,b'Ratatouille',b'Animation|Adventure|Comedy|Drama|Family|Fantasy'
33794,b'Batman Begins',b'Action|Adventure'
62999,b'Madagascar: Escape 2 Africa',b'Animation|Adventure|Comedy|Family'
68793,b'Night at the Museum: Battle of the Smithsonian',b'Adventure|Comedy|Family|Fantasy'
68319,b'X-Men Origins: Wolverine',b'Action|Adventure|Sci-Fi|Thriller'
6934,b'The Matrix Revolutions',b'Action|Sci-Fi'
106696,b'Frozen',b'Animation|Adventure|Comedy|Family|Fantasy|Musical'
6365,b'The Matrix Reloaded',b'Action|Sci-Fi'
106072,b'Thor: The Dark World',b'Action|Adventure|Fantasy'
68554,b'Angels & Demons',b'Mystery|Thriller'
86332,b'Thor',b'Action|Adventure|Fantasy|Sci-Fi'
63859,b'Bolt',b'Animation|Adventure|Comedy|Drama|Family'
70697,b'G-Force',b'Animation|Action|Adventure|Comedy|Family|Fantasy|Sci-Fi'
93766,b'Wrath of the Titans',b'Action|Adventure|Fantasy'
94478,b'Dark Shadows',b'Comedy|Fantasy|Horror'
74452,b'The Wolfman',b'Drama|Fantasy|Horror|Thriller'
55768,b'Bee Movie',b'Animation|Adventure|Comedy|Family'
87222,b'Kung Fu Panda 2',b'Animation|Action|Adventure|Comedy|Family|Fantasy'
78893,b'The Last Airbender',b'Action|Adventure|Family|Fantasy'
45186,b'Mission: Impossible III',b'Action|Adventure|Thriller'
103339,b'White House Down',b'Action|Drama|Thriller'
85261,b'Mars Needs Moms',b'Animation|Adventure|Family|Sci-Fi'
48982,b'Flushed Away',b'Animation|Adventure|Comedy|Family|Fantasy'
109846,b'Mr. Peabody & Sherman',b'Animation|Adventure|Comedy|Family|Sci-Fi'
7458,b'Troy',b'Drama|History'
95105,"b""Madagascar 3: Europe's Most Wanted""",b'Animation|Adventure|Comedy|Family'
5872,b'Die Another Day',b'Action|Adventure|Thriller'
1917,b'Armageddon',b'Action|Adventure|Sci-Fi|Thriller'
5459,b'Men in Black II',b'Action|Adventure|Comedy|Mystery|Sci-Fi'
55995,b'Beowulf',b'Animation|Action|Adventure|Fantasy'
91630,b'Mission: Impossible - Ghost Protocol',b'Action|Adventure|Thriller'
98243,b'Rise of the Guardians',b'Animation|Action|Adventure|Comedy|Family|Fantasy'
42011,b'Fun with Dick and Jane',b'Comedy|Crime'
7143,b'The Last Samurai',b'Action|Drama|War'
116887,b'Exodus: Gods and Kings',b'Action|Adventure|Drama|Fantasy'
68358,b'Star Trek',b'Action|Adventure|Sci-Fi'
5349,b'Spider-Man',b'Action|Adventure|Sci-Fi'
112175,b'How to Train Your Dragon 2',b'Animation|Action|Adventure|Comedy|Family|Fantasy'
34334,b'Stealth',b'Action|Adventure|Sci-Fi|Thriller'
60684,b'Watchmen',b'Action|Drama|Mystery|Sci-Fi'
1918,b'Lethal Weapon 4',b'Action|Crime|Thriller'
6534,b'Hulk',b'Action|Sci-Fi'
101076,b'G.I. Joe: Retaliation',b'Action|Adventure|Sci-Fi|Thriller'
32596,b'Sahara',b'Action|Adventure|Comedy|Thriller'
4446,b'Final Fantasy: The Spirits Within',b'Animation|Action|Adventure|Fantasy|Romance|Sci-Fi'
88140,b'Captain America: The First Avenger',b'Action|Adventure|Sci-Fi'
3082,b'The World Is Not Enough',b'Action|Adventure|Thriller'
6947,b'Master and Commander: The Far Side of the World',b'Action|Adventure|Drama|History|War'
98203,b'The Twilight Saga: Breaking Dawn - Part 2',b'Adventure|Drama|Fantasy|Romance'
91386,b'Happy Feet Two',b'Animation|Adventure|Comedy|Family|Musical'
60040,b'The Incredible Hulk',b'Action|Adventure|Sci-Fi'
103755,b'Turbo',b'Animation|Adventure|Comedy|Family|Sci-Fi|Sport'
84944,b'Rango',b'Animation|Adventure|Comedy|Family|Western'
117851,b'Penguins of Madagascar',b'Animation|Adventure|Comedy|Family|Sci-Fi'
54286,b'The Bourne Ultimatum',b'Action|Mystery|Thriller'
59784,b'Kung Fu Panda',b'Animation|Action|Adventure|Comedy|Family'
106487,b'The Hunger Games: Catching Fire',b'Action|Adventure|Sci-Fi|Thriller'
130520,b'Home',b'Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi'
34048,b'War of the Worlds',b'Adventure|Sci-Fi|Thriller'
6548,b'Bad Boys II',b'Action|Comedy|Crime|Thriller'
90647,b'Puss in Boots',b'Animation|Action|Adventure|Comedy|Family|Fantasy'
79293,b'Salt',b'Action|Mystery|Thriller'
110127,b'Noah',b'Action|Adventure|Drama'
90746,b'The Adventures of Tintin',b'Animation|Action|Adventure|Family|Mystery'
8368,b'Harry Potter and the Prisoner of Azkaban',b'Adventure|Family|Fantasy|Mystery'
63853,b'Australia',b'Adventure|Comedy|Drama|Romance|War|Western'
102880,b'After Earth',b'Action|Adventure|Drama|Sci-Fi'
3615,b'Dinosaur',b'Animation|Adventure|Family|Thriller'
119155,b'Night at the Museum: Secret of the Tomb',b'Adventure|Comedy|Family|Fantasy'
81564,b'Megamind',b'Animation|Action|Comedy|Family|Sci-Fi'
4896,"b""Harry Potter and the Sorcerer's Stone""",b'Adventure|Family|Fantasy'
103655,b'R.I.P.D.',b'Action|Adventure|Comedy|Fantasy|Sci-Fi'
6539,b'Pirates of the Caribbean: The Curse of the Black Pearl',b'Action|Adventure|Fantasy'
116823,b'The Hunger Games: Mockingjay - Part 1',b'Action|Adventure|Sci-Fi|Thriller'
45447,b'The Da Vinci Code',b'Mystery|Thriller'
110655,b'Rio 2',b'Animation|Adventure|Comedy|Family|Musical'
6333,b'X2',b'Action|Adventure|Sci-Fi|Thriller'
86644,b'Fast Five',b'Action|Crime|Thriller'
91542,b'Sherlock Holmes: A Game of Shadows',b'Action|Adventure|Crime|Mystery|Thriller'
76175,b'Clash of the Titans',b'Action|Adventure|Fantasy'
2916,b'Total Recall',b'Action|Sci-Fi|Thriller'
2826,b'The 13th Warrior',b'Action|Adventure|History'
91535,b'The Bourne Legacy',b'Action|Adventure|Thriller'
1562,b'Batman & Robin',b'Action|Sci-Fi'
3988,b'How the Grinch Stole Christmas',b'Comedy|Family|Fantasy'
8361,b'The Day After Tomorrow',b'Action|Adventure|Sci-Fi|Thriller'
3623,b'Mission: Impossible II',b'Action|Adventure|Thriller'
3755,b'The Perfect Storm',b'Action|Adventure|Drama|Thriller'
53464,b'4: Rise of the Silver Surfer',b'Action|Adventure|Fantasy|Sci-Fi'
97938,b'Life of Pi',b'Adventure|Drama|Fantasy'
51077,b'Ghost Rider',b'Action|Fantasy|Thriller'
6503,"b""Charlie's Angels: Full Throttle""",b'Action|Adventure|Comedy|Crime'
94864,b'Prometheus',b'Adventure|Mystery|Sci-Fi'
5480,b'Stuart Little 2',b'Animation|Adventure|Comedy|Family|Fantasy'
103253,b'Elysium',b'Action|Drama|Sci-Fi'
8371,b'The Chronicles of Riddick',b'Action|Adventure|Sci-Fi|Thriller'
108945,b'RoboCop',b'Action|Crime|Sci-Fi|Thriller'
59037,b'Speed Racer',b'Action|Adventure|Comedy|Drama|Family|Sci-Fi|Sport'
82499,b'How Do You Know',b'Comedy|Drama|Romance'
79185,b'Knight and Day',b'Action|Adventure|Comedy'
101864,b'Oblivion',b'Action|Adventure|Sci-Fi'
33493,b'Star Wars: Episode III - Revenge of the Sith',b'Action|Adventure|Fantasy|Sci-Fi'
5378,b'Star Wars: Episode II - Attack of the Clones',b'Action|Adventure|Fantasy|Sci-Fi'
4886,"b'Monsters, Inc.'",b'Animation|Adventure|Comedy|Family|Fantasy'
103772,b'The Wolverine',b'Action|Adventure|Sci-Fi'
2628,b'Star Wars: Episode I - The Phantom Menace',b'Action|Adventure|Fantasy|Sci-Fi'
101142,b'The Croods',b'Animation|Action|Adventure|Comedy|Family|Fantasy'
73804,b'Ast\xc3\xa9rix aux jeux olympiques',b'Adventure|Comedy|Family|Fantasy'
5420,b'Windtalkers',b'Action|Drama|War'
113348,b'Teenage Mutant Ninja Turtles',b'Action|Adventure|Comedy|Sci-Fi'
104841,b'Gravity',b'Drama|Sci-Fi|Thriller'
1438,"b""Dante's Peak""",b'Action|Adventure|Thriller'
46972,b'Night at the Museum',b'Adventure|Comedy|Family|Fantasy'
1722,b'Tomorrow Never Dies',b'Action|Adventure|Thriller'
3753,b'The Patriot',b'Action|Drama|History|War'
8984,"b""Ocean's Twelve""",b'Crime|Thriller'
33679,b'Mr. & Mrs. Smith',b'Action|Comedy|Crime|Thriller'
130490,b'Insurgent',b'Action|Adventure|Sci-Fi|Thriller'
30812,b'The Aviator',b'Biography|Drama'
82854,"b""Gulliver's Travels""",b'Adventure|Comedy|Family|Fantasy'
83349,b'The Green Hornet',b'Action|Comedy|Crime|Sci-Fi|Thriller'
109673,b'300: Rise of an Empire',b'Action|Fantasy|War'
88356,b'The Smurfs',b'Animation|Adventure|Comedy|Family|Fantasy'
7374,b'Home on the Range',b'Animation|Adventure|Comedy|Family|Music|Western'
90249,b'Real Steel',b'Action|Drama|Family|Sci-Fi|Sport'
104076,b'The Smurfs 2',b'Animation|Adventure|Comedy|Family|Fantasy'
1556,b'Speed 2: Cruise Control',b'Action|Adventure|Crime|Romance|Thriller'
106002,"b""Ender's Game""",b'Action|Adventure|Fantasy|Sci-Fi'
53972,b'Live Free or Die Hard',b'Action|Thriller'
4993,b'The Lord of the Rings: The Fellowship of the Ring',b'Adventure|Drama|Fantasy'
8526,b'Around the World in 80 Days',b'Action|Adventure|Comedy|Family|Western'
5009,b'Ali',b'Biography|Drama|Sport'
6951,b'The Cat in the Hat',b'Adventure|Comedy|Family|Fantasy'
8644,"b'I, Robot'",b'Action|Crime|Drama|Mystery|Sci-Fi|Thriller'
33162,b'Kingdom of Heaven',b'Action|Adventure|Drama|History|War'
3157,b'Stuart Little',b'Adventure|Comedy|Family|Fantasy'
72737,b'The Princess and the Frog',b'Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance'
34319,b'The Island',b'Action|Sci-Fi|Thriller'
4268,b'Town & Country',b'Comedy|Romance'
3717,b'Gone in Sixty Seconds',b'Action|Crime|Thriller'
3578,b'Gladiator',b'Action|Adventure|Drama'
5445,b'Minority Report',b'Action|Crime|Mystery|Sci-Fi|Thriller'
5816,b'Harry Potter and the Chamber of Secrets',b'Adventure|Family|Fantasy|Mystery'
49272,b'Casino Royale',b'Action|Adventure|Thriller'
4643,b'Planet of the Apes',b'Action|Adventure|Sci-Fi|Thriller'
589,b'Terminator 2: Judgment Day',b'Action|Sci-Fi'
69640,b'Public Enemies',b'Biography|Crime|Drama'
55765,b'American Gangster',b'Biography|Crime|Drama|Thriller'
380,b'True Lies',b'Action|Comedy|Thriller'
69306,b'The Taking of Pelham 123',b'Action|Crime|Thriller'
82852,b'Little Fockers',b'Comedy|Romance'
79592,b'The Other Guys',b'Action|Comedy|Crime'
786,b'Eraser',b'Action|Drama|Mystery|Thriller'
99114,b'Django Unchained',b'Drama|Western'
783,b'The Hunchback of Notre Dame',b'Animation|Drama|Family|Musical|Romance'
4016,"b""The Emperor's New Groove""",b'Animation|Adventure|Comedy|Family|Fantasy'
91485,b'The Expendables 2',b'Action|Adventure|Thriller'
8972,b'National Treasure',b'Action|Adventure|Family|Mystery|Thriller'
49649,b'Eragon',b'Action|Adventure|Family|Fantasy'
71745,b'Where the Wild Things Are',b'Adventure|Drama|Family|Fantasy'
102720,b'Epic',b'Animation|Adventure|Family|Fantasy|Thriller'
82202,b'The Tourist',b'Action|Adventure|Thriller'
3113,b'End of Days',b'Action|Fantasy|Horror|Thriller'
49530,b'Blood Diamond',b'Adventure|Drama|Thriller'
106782,b'The Wolf of Wall Street',b'Biography|Crime|Drama'
153,b'Batman Forever',b'Action|Adventure|Fantasy'
1676,b'Starship Troopers',b'Action|Adventure|Sci-Fi|Thriller'
97752,b'Cloud Atlas',b'Action|Drama|Mystery|Sci-Fi'
80615,"b""Legend of the Guardians: The Owls of Ga'Hoole""",b'Animation|Action|Adventure|Family|Fantasy'
8666,b'Catwoman',b'Action|Crime|Fantasy'
112911,b'Hercules',b'Action|Adventure|Fantasy'
5882,b'Treasure Planet',b'Animation|Adventure|Family|Sci-Fi'
69278,b'Land of the Lost',b'Action|Adventure|Comedy|Sci-Fi'
112897,b'The Expendables 3',b'Action|Adventure|Thriller'
31698,b'Son of the Mask',b'Comedy|Family|Fantasy'
117466,b'In the Heart of the Sea',b'Action|Adventure|Biography|Drama|History|Thriller'
5523,b'The Adventures of Pluto Nash',b'Comedy|Action|Sci-Fi'
74795,b'Green Zone',b'Action|Drama|Thriller|War'
1834,b'The Spanish Prisoner',b'Drama|Mystery|Thriller'
4270,b'The Mummy Returns',b'Action|Adventure|Fantasy|Thriller'
5956,b'Gangs of New York',b'Crime|Drama'
92243,b'Jin ling shi san chai',b'Drama|History|Romance|War'
53460,"b""Surf's Up""",b'Animation|Comedy|Family|Sport'
8373,b'The Stepford Wives',b'Comedy|Horror|Sci-Fi|Thriller'
5010,b'Black Hawk Down',b'Drama|History|War'
96110,b'The Campaign',b'Comedy'
1527,b'The Fifth Element',b'Action|Adventure|Sci-Fi'
78174,b'Sex and the City 2',b'Comedy|Drama|Romance'
3483,b'The Road to El Dorado',b'Animation|Adventure|Comedy|Family|Romance'
95543,b'Ice Age: Continental Drift',b'Animation|Adventure|Comedy|Drama|Family|Fantasy'
130073,b'Cinderella',b'Drama|Family|Fantasy|Romance'
72731,b'The Lovely Bones',b'Drama|Fantasy|Thriller'
6377,b'Finding Nemo',b'Animation|Adventure|Comedy|Family'
7153,b'The Lord of the Rings: The Return of the King',b'Adventure|Drama|Fantasy'
5952,b'The Lord of the Rings: The Two Towers',b'Adventure|Drama|Fantasy'
119655,b'Seventh Son',b'Action|Adventure|Fantasy'
4367,b'Lara Croft: Tomb Raider',b'Action|Adventure|Fantasy|Thriller'
110730,b'Transcendence',b'Action|Drama|Sci-Fi|Thriller'
4638,b'Jurassic Park III',b'Action|Adventure|Sci-Fi|Thriller'
88744,b'Rise of the Planet of the Apes',b'Action|Drama|Sci-Fi|Thriller'
58105,b'The Spiderwick Chronicles',b'Action|Adventure|Drama|Family|Fantasy'
100498,b'A Good Day to Die Hard',b'Action|Thriller'
7379,b'The Alamo',b'Drama|History|War|Western'
8961,b'The Incredibles',b'Animation|Action|Adventure|Family'
15,b'Cutthroat Island',b'Action|Adventure|Comedy'
74530,b'Percy Jackson & the Olympians: The Lightning Thief',b'Adventure|Family|Fantasy'
1580,b'Men in Black',b'Adventure|Comedy|Mystery|Sci-Fi'
3114,b'Toy Story 2',b'Animation|Adventure|Comedy|Family|Fantasy'
81782,b'Unstoppable',b'Action|Thriller'
4701,b'Rush Hour 2',b'Action|Comedy|Crime|Thriller'
3798,b'What Lies Beneath',b'Drama|Fantasy|Horror|Mystery|Thriller'
71264,b'Cloudy with a Chance of Meatballs',b'Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi'
69644,b'Ice Age: Dawn of the Dinosaurs',b'Animation|Adventure|Comedy|Family'
106918,b'The Secret Life of Walter Mitty',b'Adventure|Comedy|Drama|Fantasy|Romance'
3977,"b""Charlie's Angels""",b'Action|Adventure|Comedy|Crime|Thriller'
48516,b'The Departed',b'Crime|Drama|Thriller'
1907,b'Mulan',b'Animation|Adventure|Family|Fantasy|Musical|War'
61132,b'Tropic Thunder',b'Action|Adventure|Comedy|War'
91658,b'The Girl with the Dragon Tattoo',b'Crime|Drama|Mystery|Thriller'
165,b'Die Hard: With a Vengeance',b'Action|Adventure|Crime|Thriller'
73017,b'Sherlock Holmes',b'Action|Adventure|Crime|Mystery|Thriller'
4366,b'Atlantis: The Lost Empire',b'Animation|Action|Adventure|Family|Fantasy|Sci-Fi'
64983,b'Valkyrie',b'Drama|History|Thriller|War'
59900,"b""You Don't Mess with the Zohan""",b'Comedy'
4370,b'Artificial Intelligence: AI',b'Adventure|Drama|Sci-Fi'
6958,b'The Haunted Mansion',b'Comedy|Family|Fantasy|Horror|Mystery'
1584,b'Contact',b'Drama|Mystery|Sci-Fi|Thriller'
3826,b'Hollow Man',b'Action|Horror|Sci-Fi|Thriller'
27821,b'The Interpreter',b'Crime|Mystery|Thriller'
104074,b'Percy Jackson: Sea of Monsters',b'Adventure|Family|Fantasy|Thriller'
6564,b'Lara Croft Tomb Raider: The Cradle of Life',b'Action|Adventure|Fantasy'
1479,b'The Saint',b'Action|Adventure|Romance|Sci-Fi|Thriller'
4901,b'Spy Game',b'Action|Crime|Thriller'
3354,b'Mission to Mars',b'Adventure|Sci-Fi|Thriller'
86298,b'Rio',b'Animation|Adventure|Comedy|Family|Musical'
3156,b'Bicentennial Man',b'Comedy|Drama|Sci-Fi'
1515,b'Volcano',b'Action|Drama|Sci-Fi|Thriller'
1488,"b""The Devil's Own""",b'Action|Crime|Drama|Thriller'
5479,b'K-19: The Widowmaker',b'Drama|History|Thriller|War'
1587,b'Conan the Barbarian',b'Adventure|Fantasy'
33660,b'Cinderella Man',b'Biography|Drama|Sport'
107217,b'The Nutcracker in 3D',b'Action|Family|Fantasy|Musical'
6565,b'Seabiscuit',b'Drama|History|Sport'
736,b'Twister',b'Adventure|Thriller'
4022,b'Cast Away',b'Adventure|Drama|Romance'
49274,b'Happy Feet',b'Animation|Adventure|Comedy|Family|Music|Musical|Romance'
8665,b'The Bourne Supremacy',b'Action|Mystery|Thriller'
1608,b'Air Force One',b'Action|Drama|Thriller'
4963,"b""Ocean's Eleven""",b'Crime|Thriller'
90403,b'The Three Musketeers',b'Action|Adventure|Romance'
97225,b'Hotel Transylvania',b'Animation|Comedy|Family|Fantasy|Horror'
56152,b'Enchanted',b'Animation|Comedy|Family|Fantasy|Musical|Romance'
92507,b'Safe House',b'Action|Adventure|Crime|Thriller'
3991,b'102 Dalmatians',b'Adventure|Comedy|Family'
90717,b'Tower Heist',b'Action|Comedy|Crime'
49286,b'The Holiday',b'Comedy|Romance'
2353,b'Enemy of the State',b'Action|Crime|Mystery|Thriller'
73015,"b""It's Complicated""",b'Comedy|Drama|Romance'
53322,"b""Ocean's Thirteen""",b'Crime|Thriller'
48414,b'Open Season',b'Animation|Adventure|Comedy|Family|Fantasy'
108190,b'Divergent',b'Action|Adventure|Mystery|Sci-Fi'
4223,b'Enemy at the Gates',b'Drama|History|War'
6764,b'The Rundown',b'Action|Adventure|Comedy|Thriller'
485,b'Last Action Hero',b'Action|Adventure|Comedy|Fantasy'
41571,b'Memoirs of a Geisha',b'Drama|Romance'
46335,b'The Fast and the Furious: Tokyo Drift',b'Action|Crime|Thriller'
91414,b'Arthur Christmas',b'Animation|Adventure|Comedy|Family|Fantasy'
2340,b'Meet Joe Black',b'Drama|Fantasy|Romance'
5093,b'Collateral Damage',b'Action|Drama|Thriller'
2971,b'All That Jazz',b'Drama|Music|Musical'
94015,b'Mirror Mirror',b'Adventure|Comedy|Drama|Family|Fantasy'
79702,b'Scott Pilgrim vs. the World',b'Action|Comedy|Fantasy|Romance'
6264,b'The Core',b'Action|Adventure|Sci-Fi|Thriller'
3821,b'Nutty Professor II: The Klumps',b'Comedy|Romance|Sci-Fi'
5419,b'Scooby-Doo',b'Adventure|Comedy|Family|Fantasy|Mystery'
96737,b'Dredd',b'Action|Crime|Sci-Fi'
45672,b'Click',b'Comedy|Drama|Fantasy|Romance'
3016,b'Creepshow',b'Comedy|Fantasy|Horror'
80617,b'Cats & Dogs: The Revenge of Kitty Galore',b'Action|Comedy|Family|Fantasy'
58025,b'Jumper',b'Action|Adventure|Sci-Fi|Thriller'
57640,b'Hellboy II: The Golden Army',b'Action|Adventure|Fantasy|Horror|Sci-Fi'
51540,b'Zodiac',b'Crime|Drama|Mystery|Thriller'
3986,b'The 6th Day',b'Action|Mystery|Sci-Fi|Thriller'
6373,b'Bruce Almighty',b'Comedy|Drama|Fantasy'
79695,b'The Expendables',b'Action|Adventure|Thriller'
648,b'Mission: Impossible',b'Action|Adventure|Thriller'
91500,b'The Hunger Games',b'Action|Adventure|Sci-Fi|Thriller'
86911,b'The Hangover Part II',b'Comedy|Mystery'
1377,b'Batman Returns',b'Action|Crime|Fantasy'
45431,b'Over the Hedge',b'Animation|Adventure|Comedy|Family|Fantasy'
5444,b'Lilo & Stitch',b'Animation|Adventure|Comedy|Drama|Family|Fantasy|Sci-Fi'
49647,"b""Charlotte's Web""",b'Comedy|Family|Fantasy'
1876,b'Deep Impact',b'Action|Drama|Romance|Sci-Fi|Thriller'
103810,b'RED 2',b'Action|Comedy|Crime|Thriller'
33646,b'The Longest Yard',b'Comedy|Crime|Sport'
91671,b'Alvin and the Chipmunks: Chipwrecked',b'Animation|Adventure|Comedy|Family|Fantasy|Music'
104218,b'Grown Ups 2',b'Comedy'
60126,b'Get Smart',b'Action|Adventure|Comedy'
7149,"b""Something's Gotta Give""",b'Comedy|Drama|Romance'
74458,b'Shutter Island',b'Mystery|Thriller'
